id,titolo_breve,production_id,dcTitle,from,to,datetext,luogo_nome,luogo_id,edificio_nome,edificio_id,composizione_nome,composizione_id,fullpath
60957,"05-02-2008 Compañía de Baile Flamenco de Mercedes Ruiz.
Juncá",,"Compañía de Baile Flamenco de Mercedes Ruiz.
Juncá",2008-02-05,2008-02-05,05/02/2008,Reggio Emilia,187,Teatro Ariosto,9415,,,"/Recite/05-02-2008 Compañía de Baile Flamenco de Mercedes Ruiz.
Juncá (60957)"
60958,Il giardino dei ciliegi,,Il giardino dei ciliegi,2008-02-08,2008-02-08,08/02/2008,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/08-02-2008 Il giardino dei ciliegi (60958)
60959,Il giardino dei ciliegi,,Il giardino dei ciliegi,2008-02-09,2008-02-09,09/02/2008,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/09-02-2008 Il giardino dei ciliegi (60959)
60960,Il giardino dei ciliegi,,Il giardino dei ciliegi,2008-02-10,2008-02-10,10/02/2008,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/10-02-2008 Il giardino dei ciliegi (60960)
60961,Noccioline-Peanuts,,Noccioline/Peanuts,2008-01-25,2008-01-25,25/01/2008,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/25-01-2008 Noccioline-Peanuts (60961)
60962,Noccioline-Peanuts,,Noccioline/Peanuts,2008-01-26,2008-01-26,26/01/2008,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/26-01-2008 Noccioline-Peanuts (60962)
60963,Noccioline-Peanuts,,Noccioline/Peanuts,2008-01-27,2008-01-27,27/01/2008,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/27-01-2008 Noccioline-Peanuts (60963)
60964,Cappuccetto bianco,,Cappuccetto bianco,2008-01-27,2008-01-27,27/01/2008,Reggio Emilia,187,Teatro Cavallerizza,8653,,,/Recite/27-01-2008 Cappuccetto bianco (60964)
60965,Cappuccetto bianco,,Cappuccetto bianco,2008-01-27,2008-01-27,27/01/2008,Reggio Emilia,187,Teatro Cavallerizza,8653,,,/Recite/27-01-2008 Cappuccetto bianco (60965)
60966,L'Alidoro,,L'Alidoro,2008-02-10,2008-02-10,10/02/2008,Reggio Emilia,187,Teatro Municipale Valli,8715,L'Alidoro,72418,/Recite/10-02-2008 L'Alidoro (60966)
60967,L'Alidoro,,L'Alidoro,2008-02-12,2008-02-12,12/02/2008,Reggio Emilia,187,Teatro Municipale Valli,8715,L'Alidoro,72418,/Recite/12-02-2008 L'Alidoro (60967)
60968,Mein Kampf,,Mein Kampf,2008-02-12,2008-02-12,12/02/2008,Reggio Emilia,187,Teatro Cavallerizza,8653,,,/Recite/12-02-2008 Mein Kampf (60968)
60969,Mein Kampf,,Mein Kampf,2008-02-13,2008-02-13,13/02/2008,Reggio Emilia,187,Teatro Cavallerizza,8653,,,/Recite/13-02-2008 Mein Kampf (60969)
60970,Mein Kampf,,Mein Kampf,2008-02-14,2008-02-14,14/02/2008,Reggio Emilia,187,Teatro Cavallerizza,8653,,,/Recite/14-02-2008 Mein Kampf (60970)
60971,Mein Kampf,,Mein Kampf,2008-02-15,2008-02-15,15/02/2008,Reggio Emilia,187,Teatro Cavallerizza,8653,,,/Recite/15-02-2008 Mein Kampf (60971)
60972,Peter Pan. Il musical,,Peter Pan. Il musical,2008-02-15,2008-02-15,15/02/2008,Reggio Emilia,187,Teatro Municipale Valli,8715,Peter Pan,72419,/Recite/15-02-2008 Peter Pan. Il musical (60972)
60973,Peter Pan. Il musical,,Peter Pan. Il musical,2008-02-16,2008-02-16,16/02/2008,Reggio Emilia,187,Teatro Municipale Valli,8715,Peter Pan,72419,/Recite/16-02-2008 Peter Pan. Il musical (60973)
60974,Peter Pan. Il musical,,Peter Pan. Il musical,2008-02-17,2008-02-17,17/02/2008,Reggio Emilia,187,Teatro Municipale Valli,8715,Peter Pan,72419,/Recite/17-02-2008 Peter Pan. Il musical (60974)
60975,Peter Pan. Il musical,,Peter Pan. Il musical,2008-02-17,2008-02-17,17/02/2008,Reggio Emilia,187,Teatro Municipale Valli,8715,Peter Pan,72419,/Recite/17-02-2008 Peter Pan. Il musical (60975)
60976,Sotto paga non si paga,,Sotto paga non si paga,2008-02-20,2008-02-20,20/02/2008,Reggio Emilia,187,Teatro Municipale Valli,8715,,,/Recite/20-02-2008 Sotto paga non si paga (60976)
60977,Sotto paga non si paga,,Sotto paga non si paga,2008-02-21,2008-02-21,21/02/2008,Reggio Emilia,187,Teatro Municipale Valli,8715,,,/Recite/21-02-2008 Sotto paga non si paga (60977)
60978,Sotto paga non si paga,,Sotto paga non si paga,2008-02-22,2008-02-22,22/02/2008,Reggio Emilia,187,Teatro Municipale Valli,8715,,,/Recite/22-02-2008 Sotto paga non si paga (60978)
60979,Faust,,Faust,2008-02-29,2008-02-29,29/02/2008,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/29-02-2008 Faust (60979)
60980,Faust,,Faust,2008-03-01,2008-03-01,01/03/2008,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/01-03-2008 Faust (60980)
60981,Faust,,Faust,2008-03-02,2008-03-02,02/03/2008,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/02-03-2008 Faust (60981)
60982,"21-12-2005 Il teatro di Verdi. 
Lezione-spettacolo (Off '800)",,"Il teatro di Verdi. 
Lezione/spettacolo (Off '800)",2005-12-21,2005-12-21,21/12/2005,Reggio Emilia,187,Teatro Cavallerizza,8653,,,"/Recite/21-12-2005 Il teatro di Verdi. 
Lezione-spettacolo (Off '800) (60982)"
60983,"24-02-2006 L'eredità del melodramma. 
Lezione-spettacolo (Off '900)",,"L'eredità del melodramma. 
Lezione/spettacolo (Off '900)",2006-02-24,2006-02-24,24/02/2006,Reggio Emilia,187,Teatro Cavallerizza,8653,,,"/Recite/24-02-2006 L'eredità del melodramma. 
Lezione-spettacolo (Off '900) (60983)"
60984,"08-03-2008 Junior Balletto di Toscana.
No Place of Grace. Sulle tracce di Diaghilev",,"Junior Balletto di Toscana.
No Place of Grace. Sulle tracce di Diaghilev",2008-03-08,2008-03-08,08/03/2008,Reggio Emilia,187,Teatro Ariosto,9415,,,"/Recite/08-03-2008 Junior Balletto di Toscana.
No Place of Grace. Sulle tracce di Diaghilev (60984)"
60985,Sei brillanti giornaliste Novecento,,Sei brillanti giornaliste Novecento,2008-03-18,2008-03-18,18/03/2008,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/18-03-2008 Sei brillanti giornaliste Novecento (60985)
60986,Sei brillanti giornaliste Novecento,,Sei brillanti giornaliste Novecento,2008-03-19,2008-03-19,19/03/2008,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/19-03-2008 Sei brillanti giornaliste Novecento (60986)
60987,Sei brillanti giornaliste Novecento,,Sei brillanti giornaliste Novecento,2008-03-20,2008-03-20,20/03/2008,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/20-03-2008 Sei brillanti giornaliste Novecento (60987)
60988,Processo a Dio,,Processo a Dio,2008-03-28,2008-03-28,28/03/2008,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/28-03-2008 Processo a Dio (60988)
60989,Processo a Dio,,Processo a Dio,2008-03-29,2008-03-29,29/03/2008,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/29-03-2008 Processo a Dio (60989)
60990,Processo a Dio,,Processo a Dio,2008-03-30,2008-03-30,30/03/2008,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/30-03-2008 Processo a Dio (60990)
60991,Fidelio,,Fidelio,2008-04-06,2008-04-06,06/04/2008,Reggio Emilia,187,Teatro Municipale Valli,8715,"1814 Fidelio, op. 72b",69311,/Recite/06-04-2008 Fidelio (60991)
60992,Fidelio,,Fidelio,2008-04-08,2008-04-08,08/04/2008,Reggio Emilia,187,Teatro Municipale Valli,8715,"1814 Fidelio, op. 72b",69311,/Recite/08-04-2008 Fidelio (60992)
60993,"19-02-2008 Le Olimpiadi 
ovvero Metastasio Superstar",,"Le Olimpiadi 
ovvero Metastasio Superstar",2008-02-19,2008-02-19,19/02/2008,Reggio Emilia,187,Teatro Cavallerizza,8653,,,"/Recite/19-02-2008 Le Olimpiadi 
ovvero Metastasio Superstar (60993)"
60994,Ballet de l'Opéra Nationale du Rhin,,Ballet de l'Opéra Nationale du Rhin,2008-04-12,2008-04-12,12/04/2008,Reggio Emilia,187,Teatro Municipale Valli,8715,,,/Recite/12-04-2008 Ballet de l'Opéra Nationale du Rhin (60994)
60995,The Beggar's Opera,,The Beggar's Opera,1978-02-03,1978-02-03,03/02/1978,Reggio Emilia,1911,Teatro Municipale,8713,1728 The Beggar's Opera,71354,/Recite/03-02-1978 The Beggar's Opera (60995)
60996,The Beggar's Opera,,The Beggar's Opera,1978-02-04,1978-02-04,04/02/1978,Reggio Emilia,1911,Teatro Municipale,8713,1728 The Beggar's Opera,71354,/Recite/04-02-1978 The Beggar's Opera (60996)
60997,L'Opera del mendicante,,L'Opera del mendicante,2008-04-18,2008-04-18,18/04/2008,Reggio Emilia,187,Teatro Municipale Valli,8715,1728 The Beggar's Opera,71354,/Recite/18-04-2008 L'Opera del mendicante (60997)
60998,L'Opera del mendicante,,L'Opera del mendicante,2008-04-20,2008-04-20,20/04/2008,Reggio Emilia,187,Teatro Municipale Valli,8715,1728 The Beggar's Opera,71354,/Recite/20-04-2008 L'Opera del mendicante (60998)
60999,Grease,,Grease,2008-04-25,2008-04-25,25/04/2008,Reggio Emilia,187,Teatro Municipale Valli,8715,Grease,72427,/Recite/25-04-2008 Grease (60999)
61000,Grease,,Grease,2008-04-26,2008-04-26,26/04/2008,Reggio Emilia,187,Teatro Municipale Valli,8715,Grease,72427,/Recite/26-04-2008 Grease (61000)
61001,Grease,,Grease,2008-04-27,2008-04-27,27/04/2008,Reggio Emilia,187,Teatro Municipale Valli,8715,Grease,72427,/Recite/27-04-2008 Grease (61001)
61002,Grease,,Grease,2008-04-27,2008-04-27,27/04/2008,Reggio Emilia,187,Teatro Municipale Valli,8715,Grease,72427,/Recite/27-04-2008 Grease (61002)
61003,Miserabili. Io e Margaret Thatcher,,Miserabili. Io e Margaret Thatcher,2008-05-02,2008-05-02,02/05/2008,Reggio Emilia,187,Teatro Municipale Valli,8715,,,/Recite/02-05-2008 Miserabili. Io e Margaret Thatcher (61003)
61004,Miserabili. Io e Margaret Thatcher,,Miserabili. Io e Margaret Thatcher,2008-05-03,2008-05-03,03/05/2008,Reggio Emilia,187,Teatro Municipale Valli,8715,,,/Recite/03-05-2008 Miserabili. Io e Margaret Thatcher (61004)
61005,Miserabili. Io e Margaret Thatcher,,Miserabili. Io e Margaret Thatcher,2008-05-04,2008-05-04,04/05/2008,Reggio Emilia,187,Teatro Municipale Valli,8715,,,/Recite/04-05-2008 Miserabili. Io e Margaret Thatcher (61005)
61006,"13-11-2007 Sino a notte con Aterballetto. 
Carta bianca a Mauro Bigonzetti",,"Sino a notte con Aterballetto. 
Carta bianca a Mauro Bigonzetti",2007-11-13,2007-11-13,13/11/2007,Reggio Emilia,187,Teatro Municipale Valli,8715,,,"/Recite/13-11-2007 Sino a notte con Aterballetto. 
Carta bianca a Mauro Bigonzetti (61006)"
61007,La figlia di Iorio,,La figlia di Iorio,1982-04-16,1982-04-16,16/04/1982,Reggio Emilia,187,Teatro Municipale Valli,8715,,,/Recite/16-04-1982 La figlia di Iorio (61007)
61008,La figlia di Iorio,,La figlia di Iorio,1982-04-17,1982-04-17,17/04/1982,Reggio Emilia,187,Teatro Municipale Valli,8715,,,/Recite/17-04-1982 La figlia di Iorio (61008)
61009,La figlia di Iorio,,La figlia di Iorio,1982-04-18,1982-04-18,18/04/1982,Reggio Emilia,187,Teatro Municipale Valli,8715,,,/Recite/18-04-1982 La figlia di Iorio (61009)
61010,Pover Crist Superstar,,Pover Crist Superstar,2007-04-28,2007-04-28,28/04/2007,Reggio Emilia,187,Teatro Municipale Valli,8715,,,/Recite/28-04-2007 Pover Crist Superstar (61010)
61011,Pover Crist Superstar,,Pover Crist Superstar,2007-04-29,2007-04-29,29/04/2007,Reggio Emilia,187,Teatro Municipale Valli,8715,,,/Recite/29-04-2007 Pover Crist Superstar (61011)
61012,"16-05-2008 Aterballetto. 
Orizzonte terra",,"Aterballetto. 
Orizzonte terra",2008-05-16,2008-05-16,16/05/2008,Reggio Emilia,187,Teatro Municipale Valli,8715,,,"/Recite/16-05-2008 Aterballetto. 
Orizzonte terra (61012)"
61013,"17-05-2008 Aterballetto. 
Orizzonte terra",,"Aterballetto. 
Orizzonte terra",2008-05-17,2008-05-17,17/05/2008,Reggio Emilia,187,Teatro Municipale Valli,8715,,,"/Recite/17-05-2008 Aterballetto. 
Orizzonte terra (61013)"
61014,"17-05-2008 Talia Paz. 
Magnolia. A solo evening",,"Talia Paz. 
Magnolia. A solo evening",2008-05-17,2008-05-17,17/05/2008,Reggio Emilia,187,Teatro Ariosto,9415,,,"/Recite/17-05-2008 Talia Paz. 
Magnolia. A solo evening (61014)"
61015,"18-05-2008 Yasmeen Godder.
Sudden Birds",,"Yasmeen Godder.
Sudden Birds",2008-05-18,2008-05-18,18/05/2008,Reggio Emilia,187,Teatro Cavallerizza,8653,,,"/Recite/18-05-2008 Yasmeen Godder.
Sudden Birds (61015)"
61016,"20-05-2008 Kibbutz Contemporary Dance Company.
Ekodoom",,"Kibbutz Contemporary Dance Company.
Ekodoom",2008-05-20,2008-05-20,20/05/2008,Reggio Emilia,187,Teatro Cavallerizza,8653,,,"/Recite/20-05-2008 Kibbutz Contemporary Dance Company.
Ekodoom (61016)"
61017,Batsheva Ensemble,,Batsheva Ensemble,2008-05-22,2008-05-22,22/05/2008,Reggio Emilia,187,Teatro Cavallerizza,8653,,,/Recite/22-05-2008 Batsheva Ensemble (61017)
61018,Batsheva Ensemble,,Batsheva Ensemble,2008-05-22,2008-05-22,22/05/2008,Reggio Emilia,187,Teatro Cavallerizza,8653,,,/Recite/22-05-2008 Batsheva Ensemble (61018)
61019,Batsheva Ensemble,,Batsheva Ensemble,2008-05-23,2008-05-23,23/05/2008,Reggio Emilia,187,Teatro Cavallerizza,8653,,,/Recite/23-05-2008 Batsheva Ensemble (61019)
61020,Batsheva Ensemble,,Batsheva Ensemble,2008-05-23,2008-05-23,23/05/2008,Reggio Emilia,187,Teatro Cavallerizza,8653,,,/Recite/23-05-2008 Batsheva Ensemble (61020)
61021,"22-05-2008 Batsheva Dance Company.
Mamootot",,"Batsheva Dance Company.
Mamootot",2008-05-22,2008-05-22,22/05/2008,Reggio Emilia,187,Teatro Cavallerizza,8653,,,"/Recite/22-05-2008 Batsheva Dance Company.
Mamootot (61021)"
61022,"23-05-2008 Batsheva Dance Company.
Mamootot",,"Batsheva Dance Company.
Mamootot",2008-05-23,2008-05-23,23/05/2008,Reggio Emilia,187,Teatro Cavallerizza,8653,,,"/Recite/23-05-2008 Batsheva Dance Company.
Mamootot (61022)"
61023,Emanuel Gat Dance: 3FOR2007,,Emanuel Gat Dance: 3FOR2007,2008-05-23,2008-05-23,23/05/2008,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/23-05-2008 Emanuel Gat Dance: 3FOR2007 (61023)
61024,"24-05-2008 Batsheva Dance Company.
Tre",,"Batsheva Dance Company.
Tre",2008-05-24,2008-05-24,24/05/2008,Reggio Emilia,187,Teatro Municipale Valli,8715,,,"/Recite/24-05-2008 Batsheva Dance Company.
Tre (61024)"
61025,"25-05-2008 Batsheva Dance Company.
Tre",,"Batsheva Dance Company.
Tre",2008-05-25,2008-05-25,25/05/2008,Reggio Emilia,187,Teatro Municipale Valli,8715,,,"/Recite/25-05-2008 Batsheva Dance Company.
Tre (61025)"
61026,"25-05-2008 Avi Kaiser-Sergio Antonino.
Piyut",,"Avi Kaiser/Sergio Antonino.
Piyut",2008-05-25,2008-05-25,25/05/2008,Reggio Emilia,187,Teatro Cavallerizza,8653,,,"/Recite/25-05-2008 Avi Kaiser-Sergio Antonino.
Piyut (61026)"
61027,Awanile. La fucina del guerriero - Performance afro,,Awanile. La fucina del guerriero - Performance afro,2008-05-01,2008-05-01,01/05/2008,Reggio Emilia,187,Piazzetta di via Galliano (davanti Wine Bar Deluxe),8966,,,/Recite/01-05-2008 Awanile. La fucina del guerriero - Performance afro (61027)
61028,Terra di lavoro,,Terra di lavoro,2008-05-01,2008-05-01,01/05/2008,Reggio Emilia,187,Binario di via Galliano,9266,,,/Recite/01-05-2008 Terra di lavoro (61028)
61029,Terra di lavoro,,Terra di lavoro,2008-05-01,2008-05-01,01/05/2008,Reggio Emilia,187,Binario di via Galliano,9266,,,/Recite/01-05-2008 Terra di lavoro (61029)
61030,Album di famiglia,,Album di famiglia,2008-05-01,2008-05-01,01/05/2008,Reggio Emilia,187,Cortile di via Piccinini,8898,,,/Recite/01-05-2008 Album di famiglia (61030)
61031,Album di famiglia,,Album di famiglia,2008-05-01,2008-05-01,01/05/2008,Reggio Emilia,187,Cortile di via Piccinini,8898,,,/Recite/01-05-2008 Album di famiglia (61031)
61032,"01-05-2008 Aterballetto. 
Absolutely free",,"Aterballetto. 
Absolutely free",2008-05-01,2008-05-01,01/05/2008,Reggio Emilia,187,Fonderia Aterballetto,8912,,,"/Recite/01-05-2008 Aterballetto. 
Absolutely free (61032)"
61033,Così fan tutte ovvero Le necessità del core,,Così fan tutte ovvero Le necessità del core,2008-05-12,2008-05-12,12/05/2008,Reggio Emilia,187,Teatro Ariosto,9415,"1790 Così fan tutte ossia La scuola degli amanti, K 588",69351,/Recite/12-05-2008 Così fan tutte ovvero Le necessità del core (61033)
61034,Così fan tutte ovvero Le necessità del core,,Così fan tutte ovvero Le necessità del core,2008-05-12,2008-05-12,12/05/2008,Reggio Emilia,187,Teatro Ariosto,9415,"1790 Così fan tutte ossia La scuola degli amanti, K 588",69351,/Recite/12-05-2008 Così fan tutte ovvero Le necessità del core (61034)
61035,Così fan tutte ovvero Le necessità del core,,Così fan tutte ovvero Le necessità del core,2008-05-12,2008-05-12,12/05/2008,Reggio Emilia,187,Teatro Ariosto,9415,"1790 Così fan tutte ossia La scuola degli amanti, K 588",69351,/Recite/12-05-2008 Così fan tutte ovvero Le necessità del core (61035)
61036,Aterballetto . I Corso di Perfezionamento Professionale di Balletto,,Aterballetto . I Corso di Perfezionamento Professionale di Balletto,1984-04-13,1984-04-13,13/04/1984,Reggio Emilia,187,Teatro Municipale Valli,8715,,,/Recite/13-04-1984 Aterballetto . I Corso di Perfezionamento Professionale di Balletto (61036)
61037,Aterballetto . I Corso di Perfezionamento Professionale di Balletto,,Aterballetto . I Corso di Perfezionamento Professionale di Balletto,1984-04-14,1984-04-14,14/04/1984,Reggio Emilia,187,Teatro Municipale Valli,8715,,,/Recite/14-04-1984 Aterballetto . I Corso di Perfezionamento Professionale di Balletto (61037)
61038,Aterballetto,,Aterballetto,1991-07-02,1991-07-02,02/07/1991,Reggio Emilia,187,Teatro Municipale Valli,8715,,,/Recite/02-07-1991 Aterballetto (61038)
61039,Aterballetto,,Aterballetto,1991-07-03,1991-07-03,03/07/1991,Reggio Emilia,187,Teatro Municipale Valli,8715,,,/Recite/03-07-1991 Aterballetto (61039)
61040,Aterballetto,,Aterballetto,1983-07-04,1983-07-04,04/07/1983,Reggio Emilia,187,Teatro Municipale Valli,8715,,,/Recite/04-07-1983 Aterballetto (61040)
61041,Aterballetto,,Aterballetto,1983-07-05,1983-07-05,05/07/1983,Reggio Emilia,187,Teatro Municipale Valli,8715,,,/Recite/05-07-1983 Aterballetto (61041)
61042,Balletto del Teatro Nazionale dell'Opera di Praga,,Balletto del Teatro Nazionale dell'Opera di Praga,1983-07-07,1983-07-07,07/07/1983,Reggio Emilia,187,Teatro Municipale Valli,8715,,,/Recite/07-07-1983 Balletto del Teatro Nazionale dell'Opera di Praga (61042)
61043,Balletto del Teatro Nazionale dell'Opera di Praga,,Balletto del Teatro Nazionale dell'Opera di Praga,1983-07-08,1983-07-08,08/07/1983,Reggio Emilia,187,Teatro Municipale Valli,8715,,,/Recite/08-07-1983 Balletto del Teatro Nazionale dell'Opera di Praga (61043)
61044,Elisa Monte Dance Company,,Elisa Monte Dance Company,1983-07-12,1983-07-12,12/07/1983,Reggio Emilia,187,Teatro Municipale Valli,8715,,,/Recite/12-07-1983 Elisa Monte Dance Company (61044)
61045,Alvin Ailey American Dance Theater,,Alvin Ailey American Dance Theater,1983-07-19,1983-07-19,19/07/1983,Reggio Emilia,187,Teatro Municipale Valli,8715,,,/Recite/19-07-1983 Alvin Ailey American Dance Theater (61045)
61046,Alvin Ailey American Dance Theater,,Alvin Ailey American Dance Theater,1983-07-20,1983-07-20,20/07/1983,Reggio Emilia,187,Teatro Municipale Valli,8715,,,/Recite/20-07-1983 Alvin Ailey American Dance Theater (61046)
61047,San Francisco Ballet,,San Francisco Ballet,1983-07-22,1983-07-22,22/07/1983,Reggio Emilia,187,Teatro Municipale Valli,8715,,,/Recite/22-07-1983 San Francisco Ballet (61047)
61048,San Francisco Ballet,,San Francisco Ballet,1983-07-23,1983-07-23,23/07/1983,Reggio Emilia,187,Teatro Municipale Valli,8715,,,/Recite/23-07-1983 San Francisco Ballet (61048)
61049,Australian Dance Theatre,,Australian Dance Theatre,1982-07-08,1982-07-08,08/07/1982,Reggio Emilia,187,Teatro Municipale Valli,8715,,,/Recite/08-07-1982 Australian Dance Theatre (61049)
61050,The Washington Ballet,,The Washington Ballet,1982-07-12,1982-07-12,12/07/1982,Reggio Emilia,187,Teatro Municipale Valli,8715,,,/Recite/12-07-1982 The Washington Ballet (61050)
61051,Aterballetto,,Aterballetto,1982-07-14,1982-07-14,14/07/1982,Reggio Emilia,187,Teatro Municipale Valli,8715,,,/Recite/14-07-1982 Aterballetto (61051)
61052,Het Nationale Ballet,,Het Nationale Ballet,1982-07-16,1982-07-16,16/07/1982,Reggio Emilia,187,Teatro Municipale Valli,8715,,,/Recite/16-07-1982 Het Nationale Ballet (61052)
61053,Het Nationale Ballet,,Het Nationale Ballet,1982-07-17,1982-07-17,17/07/1982,Reggio Emilia,187,Teatro Municipale Valli,8715,,,/Recite/17-07-1982 Het Nationale Ballet (61053)
61054,"18-07-1982 Danza Prospettiva.
Romeo e Giulietta",,"Danza Prospettiva.
Romeo e Giulietta",1982-07-18,1982-07-18,18/07/1982,Reggio Emilia,187,Teatro Municipale Valli,8715,,,"/Recite/18-07-1982 Danza Prospettiva.
Romeo e Giulietta (61054)"
61055,Alvin Ailey American Dance Theater,,Alvin Ailey American Dance Theater,1982-07-20,1982-07-20,20/07/1982,Reggio Emilia,187,Teatro Municipale Valli,8715,,,/Recite/20-07-1982 Alvin Ailey American Dance Theater (61055)
61056,Alvin Ailey American Dance Theater,,Alvin Ailey American Dance Theater,1982-07-21,1982-07-21,21/07/1982,Reggio Emilia,187,Teatro Municipale Valli,8715,,,/Recite/21-07-1982 Alvin Ailey American Dance Theater (61056)
61057,Nabucco,,Nabucco,2008-10-04,2008-10-04,04/10/2008,Reggio Emilia,187,Teatro Municipale Valli,8715,1842 Nabucco,71135,/Recite/04-10-2008 Nabucco (61057)
61058,Nabucco,,Nabucco,2008-10-08,2008-10-08,08/10/2008,Reggio Emilia,187,Teatro Municipale Valli,8715,1842 Nabucco,71135,/Recite/08-10-2008 Nabucco (61058)
61059,Nabucco,,Nabucco,2008-10-12,2008-10-12,12/10/2008,Reggio Emilia,187,Teatro Municipale Valli,8715,1842 Nabucco,71135,/Recite/12-10-2008 Nabucco (61059)
61060,Nabucco,,Nabucco,2008-10-14,2008-10-14,14/10/2008,Reggio Emilia,187,Teatro Municipale Valli,8715,1842 Nabucco,71135,/Recite/14-10-2008 Nabucco (61060)
